"Year","Category","State","Value"
"2019","Total_Married-couple-families_25000_34999","Michigan",91259.55
"2019","Percent_Married-couple-families_35000_49999","Michigan",9.9
"2019","Total_Married-couple-families_35000_49999","Michigan",180693.909
"2019","Percent_Married-couple-families_50000_74999","Michigan",18.9
"2019","Total_Married-couple-families_50000_74999","Michigan",344961.099
"2019","Percent_Married-couple-families_75000_99999","Michigan",17.3
"2019","Total_Married-couple-families_75000_99999","Michigan",315758.043
"2019","Percent_Married-couple-families_100000_149999","Michigan",22.9
"2019","Total_Married-couple-families_100000_149999","Michigan",417968.739
"2019","Percent_Married-couple-families_150000_199999","Michigan",10.4
"2019","Total_Married-couple-families_150000_199999","Michigan",189819.864
"2019","Percent_Married-couple-families_200000_or_more","Michigan",10.3
"2019","Total_Married-couple-families_200000_or_more","Michigan",187994.673
"2019","Married-couple-families_median_income_(dollars)","Michigan",90008
"2019","Married-couple-families_mean_income_(dollars)","Michigan",112967
"2019","Total_Nonfamily_households","Michigan",1473330
"2019","Percent_Nonfamily_households_Less_10000","Michigan",11.7
"2019","Total_Nonfamily_households_Less_10000","Michigan",172379.61
"2019","Percent_Nonfamily_households_10000_14999","Michigan",7.6
"2019","Total_Nonfamily_households_10000_14999","Michigan",111973.08
"2019","Percent_Nonfamily_households_15000_24999","Michigan",15.5
"2019","Total_Nonfamily_households_15000_24999","Michigan",228366.15
"2019","Percent_Nonfamily_households_25000_34999","Michigan",14.2
"2019","Total_Nonfamily_households_25000_34999","Michigan",209212.86
"2019","Percent_Nonfamily_households_35000_49999","Michigan",16.2
"2019","Total_Nonfamily_households_35000_49999","Michigan",238679.46
"2019","Percent_Nonfamily_households_50000_74999","Michigan",17.3
"2019","Total_Nonfamily_households_50000_74999","Michigan",254886.09
"2019","Percent_Nonfamily_households_75000_99999","Michigan",8.3
"2019","Total_Nonfamily_households_75000_99999","Michigan",122286.39
"2019","Percent_Nonfamily_households_100000_149999","Michigan",5.9
"2019","Total_Nonfamily_households_100000_149999","Michigan",86926.47
"2019","Percent_Nonfamily_households_150000_199999","Michigan",1.7
"2019","Total_Nonfamily_households_150000_199999","Michigan",25046.61
"2019","Percent_Nonfamily_households_200000_or_more","Michigan",1.6
"2019","Total_Nonfamily_households_200000_or_more","Michigan",23573.28
"2019","Nonfamily_households_median_income_(dollars)","Michigan",35755
"2019","Nonfamily_households_mean_income_(dollars)","Michigan",49460
"2021","Total_Households","Michigan",4051798
"2021","Percent_Households_Less_10000","Michigan",6.3
"2021","Total_Households_Less_10000","Michigan",255263.274
"2021","Percent_Households_10000_14999","Michigan",3.9
"2021","Total_Households_10000_14999","Michigan",158020.122
"2021","Percent_Households_15000_24999","Michigan",8.1
"2021","Total_Households_15000_24999","Michigan",328195.638
"2021","Percent_Households_25000_34999","Michigan",8.6
"2021","Total_Households_25000_34999","Michigan",348454.628
"2021","Percent_Households_35000_49999","Michigan",12.7
"2021","Total_Households_35000_49999","Michigan",514578.346
"2021","Percent_Households_50000_74999","Michigan",18.1
"2021","Total_Households_50000_74999","Michigan",733375.438
"2021","Percent_Households_75000_99999","Michigan",13.2
"2021","Total_Households_75000_99999","Michigan",534837.336
"2021","Percent_Households_100000_149999","Michigan",15.5
"2021","Total_Households_100000_149999","Michigan",628028.69
"2021","Percent_Households_150000_199999","Michigan",6.9
"2021","Total_Households_150000_199999","Michigan",279574.062
"2021","Percent_Households_200000_or_more","Michigan",6.7
"2021","Total_Households_200000_or_more","Michigan",271470.466
"2021","Households_median_income_(dollars)","Michigan",63498
"2021","Household_mean_income_(dollars)","Michigan",86093
"2021","Total_Families","Michigan",2549542
"2021","Percent_Families_Less_10000","Michigan",3.8
"2021","Total_Families_Less_10000","Michigan",96882.596
"2021","Percent_Families_10000_14999","Michigan",1.9
"2021","Total_Families_10000_14999","Michigan",48441.298
"2021","Percent_Families_15000_24999","Michigan",5.1
"2021","Total_Families_15000_24999","Michigan",130026.642
"2021","Percent_Families_25000_34999","Michigan",6.3
"2021","Total_Families_25000_34999","Michigan",160621.146
"2021","Percent_Families_35000_49999","Michigan",10.8
"2021","Total_Families_35000_49999","Michigan",275350.536
"2021","Percent_Families_50000_74999","Michigan",18.4
"2021","Total_Families_50000_74999","Michigan",469115.728
"2021","Percent_Families_75000_99999","Michigan",15.2
"2021","Total_Families_75000_99999","Michigan",387530.384
"2021","Percent_Families_100000_149999","Michigan",19.8
"2021","Total_Families_100000_149999","Michigan",504809.316
"2021","Percent_Families_150000_199999","Michigan",9.2
"2021","Total_Families_150000_199999","Michigan",234557.864
"2021","Percent_Families_200000_or_more","Michigan",9.4
"2021","Total_Families_200000_or_more","Michigan",239656.948
"2021","Families_median_income_(dollars)","Michigan",80523
"2021","Families_mean_income_(dollars)","Michigan",103695
"2021","Total_Married-couple-families","Michigan",1875558
"2021","Percent_Married-couple-families_Less_10000","Michigan",1.5
"2021","Total_Married-couple-families_Less_10000","Michigan",28133.37
"2021","Percent_Married-couple-families_10000_14999","Michigan",0.9
"2021","Total_Married-couple-families_10000_14999","Michigan",16880.022
"2021","Percent_Married-couple-families_15000_24999","Michigan",2.8
"2021","Total_Married-couple-families_15000_24999","Michigan",52515.624
"2021","Percent_Married-couple-families_25000_34999","Michigan",4.2
"2021","Total_Married-couple-families_25000_34999","Michigan",78773.436
"2021","Percent_Married-couple-families_35000_49999","Michigan",9
"2021","Total_Married-couple-families_35000_49999","Michigan",168800.22
"2021","Percent_Married-couple-families_50000_74999","Michigan",17.7
"2021","Total_Married-couple-families_50000_74999","Michigan",331973.766
"2021","Percent_Married-couple-families_75000_99999","Michigan",16.7
"2021","Total_Married-couple-families_75000_99999","Michigan",313218.186
"2021","Percent_Married-couple-families_100000_149999","Michigan",23.5
"2021","Total_Married-couple-families_100000_149999","Michigan",440756.13
"2021","Percent_Married-couple-families_150000_199999","Michigan",11.5
"2021","Total_Married-couple-families_150000_199999","Michigan",215689.17
"2021","Percent_Married-couple-families_200000_or_more","Michigan",12.1
"2021","Total_Married-couple-families_200000_or_more","Michigan",226942.518
"2021","Married-couple-families_median_income_(dollars)","Michigan",95246
"2021","Married-couple-families_mean_income_(dollars)","Michigan",119645
"2021","Total_Nonfamily_households","Michigan",1502256
"2021","Percent_Nonfamily_households_Less_10000","Michigan",11.6
"2021","Total_Nonfamily_households_Less_10000","Michigan",174261.696
"2021","Percent_Nonfamily_households_10000_14999","Michigan",7.7
"2021","Total_Nonfamily_households_10000_14999","Michigan",115673.712
"2021","Percent_Nonfamily_households_15000_24999","Michigan",13.8
"2021","Total_Nonfamily_households_15000_24999","Michigan",207311.328
"2021","Percent_Nonfamily_households_25000_34999","Michigan",13.1
"2021","Total_Nonfamily_households_25000_34999","Michigan",196795.536
"2021","Percent_Nonfamily_households_35000_49999","Michigan",16.3
"2021","Total_Nonfamily_households_35000_49999","Michigan",244867.728
"2021","Percent_Nonfamily_households_50000_74999","Michigan",17.3
"2021","Total_Nonfamily_households_50000_74999","Michigan",259890.288
"2021","Percent_Nonfamily_households_75000_99999","Michigan",9
"2021","Total_Nonfamily_households_75000_99999","Michigan",135203.04
"2021","Percent_Nonfamily_households_100000_149999","Michigan",7.2
"2021","Total_Nonfamily_households_100000_149999","Michigan",108162.432
"2021","Percent_Nonfamily_households_150000_199999","Michigan",2.3
"2021","Total_Nonfamily_households_150000_199999","Michigan",34551.888
"2021","Percent_Nonfamily_households_200000_or_more","Michigan",1.8
"2021","Total_Nonfamily_households_200000_or_more","Michigan",27040.608
"2021","Nonfamily_households_median_income_(dollars)","Michigan",37666
"2021","Nonfamily_households_mean_income_(dollars)","Michigan",52407
"2022","Total_Households","Michigan",4089794
"2022","Percent_Households_Less_10000","Michigan",5.7
"2022","Total_Households_Less_10000","Michigan",233118.258
"2022","Percent_Households_10000_14999","Michigan",4
"2022","Total_Households_10000_14999","Michigan",163591.76
"2022","Percent_Households_15000_24999","Michigan",7.6
"2022","Total_Households_15000_24999","Michigan",310824.344
"2022","Percent_Households_25000_34999","Michigan",8.1
"2022","Total_Households_25000_34999","Michigan",331273.314
"2022","Percent_Households_35000_49999","Michigan",12
"2022","Total_Households_35000_49999","Michigan",490775.28
"2022","Percent_Households_50000_74999","Michigan",17.6
"2022","Total_Households_50000_74999","Michigan",719803.744
"2022","Percent_Households_75000_99999","Michigan",13.2
"2022","Total_Households_75000_99999","Michigan",539852.808
"2022","Percent_Households_100000_149999","Michigan",16.4
"2022","Total_Households_100000_149999","Michigan",670726.216
"2022","Percent_Households_150000_199999","Michigan",7.5
"2022","Total_Households_150000_199999","Michigan",306734.55
"2022","Percent_Households_200000_or_more","Michigan",8.1
"2022","Total_Households_200000_or_more","Michigan",331273.314
"2022","Households_median_income_(dollars)","Michigan",66986
"2022","Household_mean_income_(dollars)","Michigan",91856
"2022","Total_Families","Michigan",2548560
"2022","Percent_Families_Less_10000","Michigan",3.5
"2022","Total_Families_Less_10000","Michigan",89199.6
"2022","Percent_Families_10000_14999","Michigan",2
"2022","Total_Families_10000_14999","Michigan",50971.2
"2022","Percent_Families_15000_24999","Michigan",4.4
"2022","Total_Families_15000_24999","Michigan",112136.64
"2022","Percent_Families_25000_34999","Michigan",5.7
"2022","Total_Families_25000_34999","Michigan",145267.92
"2022","Percent_Families_35000_49999","Michigan",10
"2022","Total_Families_35000_49999","Michigan",254856
"2022","Percent_Families_50000_74999","Michigan",17.4
"2022","Total_Families_50000_74999","Michigan",443449.44
"2022","Percent_Families_75000_99999","Michigan",15
"2022","Total_Families_75000_99999","Michigan",382284
"2022","Percent_Families_100000_149999","Michigan",20.5
"2022","Total_Families_100000_149999","Michigan",522454.8
"2022","Percent_Families_150000_199999","Michigan",10.2
"2022","Total_Families_150000_199999","Michigan",259953.12
"2022","Percent_Families_200000_or_more","Michigan",11.3
"2022","Total_Families_200000_or_more","Michigan",287987.28
"2022","Families_median_income_(dollars)","Michigan",85865
"2022","Families_mean_income_(dollars)","Michigan",111255
"2022","Total_Married-couple-families","Michigan",1868821
"2022","Percent_Married-couple-families_Less_10000","Michigan",1.4
"2022","Total_Married-couple-families_Less_10000","Michigan",26163.494
"2022","Percent_Married-couple-families_10000_14999","Michigan",0.8
"2022","Total_Married-couple-families_10000_14999","Michigan",14950.568
"2022","Percent_Married-couple-families_15000_24999","Michigan",2.6
"2022","Total_Married-couple-families_15000_24999","Michigan",48589.346
"2022","Percent_Married-couple-families_25000_34999","Michigan",4
"2022","Total_Married-couple-families_25000_34999","Michigan",74752.84
"2022","Percent_Married-couple-families_35000_49999","Michigan",7.8
"2022","Total_Married-couple-families_35000_49999","Michigan",145768.038
"2022","Percent_Married-couple-families_50000_74999","Michigan",16.1
"2022","Total_Married-couple-families_50000_74999","Michigan",300880.181
"2022","Percent_Married-couple-families_75000_99999","Michigan",15.9
"2022","Total_Married-couple-families_75000_99999","Michigan",297142.539
"2022","Percent_Married-couple-families_100000_149999","Michigan",24.3
"2022","Total_Married-couple-families_100000_149999","Michigan",454123.503
"2022","Percent_Married-couple-families_150000_199999","Michigan",12.8
"2022","Total_Married-couple-families_150000_199999","Michigan",239209.088
"2022","Percent_Married-couple-families_200000_or_more","Michigan",14.4
"2022","Total_Married-couple-families_200000_or_more","Michigan",269110.224
"2022","Married-couple-families_median_income_(dollars)","Michigan",102076
"2022","Married-couple-families_mean_income_(dollars)","Michigan",128843
"2022","Total_Nonfamily_households","Michigan",1541234
"2022","Percent_Nonfamily_households_Less_10000","Michigan",10.2
"2022","Total_Nonfamily_households_Less_10000","Michigan",157205.868
"2022","Percent_Nonfamily_households_10000_14999","Michigan",7.8
"2022","Total_Nonfamily_households_10000_14999","Michigan",120216.252
"2022","Percent_Nonfamily_households_15000_24999","Michigan",13.2
"2022","Total_Nonfamily_households_15000_24999","Michigan",203442.888
"2022","Percent_Nonfamily_households_25000_34999","Michigan",12.6
"2022","Total_Nonfamily_households_25000_34999","Michigan",194195.484
"2022","Percent_Nonfamily_households_35000_49999","Michigan",15.7
"2022","Total_Nonfamily_households_35000_49999","Michigan",241973.738
"2022","Percent_Nonfamily_households_50000_74999","Michigan",17.9
"2022","Total_Nonfamily_households_50000_74999","Michigan",275880.886
"2022","Percent_Nonfamily_households_75000_99999","Michigan",9.5
"2022","Total_Nonfamily_households_75000_99999","Michigan",146417.23
"2022","Percent_Nonfamily_households_100000_149999","Michigan",8.4
"2022","Total_Nonfamily_households_100000_149999","Michigan",129463.656
"2022","Percent_Nonfamily_households_150000_199999","Michigan",2.5
"2022","Total_Nonfamily_households_150000_199999","Michigan",38530.85
"2022","Percent_Nonfamily_households_200000_or_more","Michigan",2.3
"2022","Total_Nonfamily_households_200000_or_more","Michigan",35448.382
"2022","Nonfamily_households_median_income_(dollars)","Michigan",40459
"2022","Nonfamily_households_mean_income_(dollars)","Michigan",56097
"2023","Total_Households","Michigan",4107809
"2023","Percent_Households_Less_10000","Michigan",5.8
"2023","Total_Households_Less_10000","Michigan",238252.922
"2023","Percent_Households_10000_14999","Michigan",3.9
"2023","Total_Households_10000_14999","Michigan",160204.551
"2023","Percent_Households_15000_24999","Michigan",7.2
"2023","Total_Households_15000_24999","Michigan",295762.248
"2023","Percent_Households_25000_34999","Michigan",7.3
"2023","Total_Households_25000_34999","Michigan",299870.057
"2023","Percent_Households_35000_49999","Michigan",11.8
"2023","Total_Households_35000_49999","Michigan",484721.462
"2023","Percent_Households_50000_74999","Michigan",17.7
"2023","Total_Households_50000_74999","Michigan",727082.193
"2023","Percent_Households_75000_99999","Michigan",13.1
"2023","Total_Households_75000_99999","Michigan",538122.979
"2023","Percent_Households_100000_149999","Michigan",16.8
"2023","Total_Households_100000_149999","Michigan",690111.912
"2023","Percent_Households_150000_199999","Michigan",7.9
"2023","Total_Households_150000_199999","Michigan",324516.911
"2023","Percent_Households_200000_or_more","Michigan",8.6
"2023","Total_Households_200000_or_more","Michigan",353271.574
"2023","Households_median_income_(dollars)","Michigan",69183
"2023","Household_mean_income_(dollars)","Michigan",93806
"2023","Total_Families","Michigan",2566352
"2023","Percent_Families_Less_10000","Michigan",3.4
"2023","Total_Families_Less_10000","Michigan",87255.968
"2023","Percent_Families_10000_14999","Michigan",1.8
"2023","Total_Families_10000_14999","Michigan",46194.336
"2023","Percent_Families_15000_24999","Michigan",4.2
"2023","Total_Families_15000_24999","Michigan",107786.784
"2023","Percent_Families_25000_34999","Michigan",5.1
"2023","Total_Families_25000_34999","Michigan",130883.952
"2023","Percent_Families_35000_49999","Michigan",9.6
"2023","Total_Families_35000_49999","Michigan",246369.792
"2023","Percent_Families_50000_74999","Michigan",17.2
"2023","Total_Families_50000_74999","Michigan",441412.544
"2023","Percent_Families_75000_99999","Michigan",14.9
"2023","Total_Families_75000_99999","Michigan",382386.448
"2023","Percent_Families_100000_149999","Michigan",21
"2023","Total_Families_100000_149999","Michigan",538933.92
"2023","Percent_Families_150000_199999","Michigan",10.8
"2023","Total_Families_150000_199999","Michigan",277166.016
"2023","Percent_Families_200000_or_more","Michigan",12
"2023","Total_Families_200000_or_more","Michigan",307962.24
"2023","Families_median_income_(dollars)","Michigan",88499
"2023","Families_mean_income_(dollars)","Michigan",114255
"2023","Total_Married-couple-families","Michigan",1896709
"2023","Percent_Married-couple-families_Less_10000","Michigan",1.4
"2023","Total_Married-couple-families_Less_10000","Michigan",26553.926
"2023","Percent_Married-couple-families_10000_14999","Michigan",0.9
"2023","Total_Married-couple-families_10000_14999","Michigan",17070.381
"2023","Percent_Married-couple-families_15000_24999","Michigan",2.4
"2023","Total_Married-couple-families_15000_24999","Michigan",45521.016
"2023","Percent_Married-couple-families_25000_34999","Michigan",3.3
"2023","Total_Married-couple-families_25000_34999","Michigan",62591.397
"2023","Percent_Married-couple-families_35000_49999","Michigan",7.3
"2023","Total_Married-couple-families_35000_49999","Michigan",138459.757
"2023","Percent_Married-couple-families_50000_74999","Michigan",16.1
"2023","Total_Married-couple-families_50000_74999","Michigan",305370.149
"2023","Percent_Married-couple-families_75000_99999","Michigan",15.6
"2023","Total_Married-couple-families_75000_99999","Michigan",295886.604
"2023","Percent_Married-couple-families_100000_149999","Michigan",24.3
"2023","Total_Married-couple-families_100000_149999","Michigan",460900.287
"2023","Percent_Married-couple-families_150000_199999","Michigan",13.3
"2023","Total_Married-couple-families_150000_199999","Michigan",252262.297
"2023","Percent_Married-couple-families_200000_or_more","Michigan",15.3
"2023","Total_Married-couple-families_200000_or_more","Michigan",290196.477
"2023","Married-couple-families_median_income_(dollars)","Michigan",104537
"2023","Married-couple-families_mean_income_(dollars)","Michigan",131216
"2023","Total_Nonfamily_households","Michigan",1541457
"2023","Percent_Nonfamily_households_Less_10000","Michigan",10.7
"2023","Total_Nonfamily_households_Less_10000","Michigan",164935.899
"2023","Percent_Nonfamily_households_10000_14999","Michigan",7.7
"2023","Total_Nonfamily_households_10000_14999","Michigan",118692.189
"2023","Percent_Nonfamily_households_15000_24999","Michigan",12.6
"2023","Total_Nonfamily_households_15000_24999","Michigan",194223.582
"2023","Percent_Nonfamily_households_25000_34999","Michigan",11.4
"2023","Total_Nonfamily_households_25000_34999","Michigan",175726.098
"2023","Percent_Nonfamily_households_35000_49999","Michigan",16.2
"2023","Total_Nonfamily_households_35000_49999","Michigan",249716.034
"2023","Percent_Nonfamily_households_50000_74999","Michigan",18.5
"2023","Total_Nonfamily_households_50000_74999","Michigan",285169.545
"2023","Percent_Nonfamily_households_75000_99999","Michigan",9.5
"2023","Total_Nonfamily_households_75000_99999","Michigan",146438.415
"2023","Percent_Nonfamily_households_100000_149999","Michigan",8.5
"2023","Total_Nonfamily_households_100000_149999","Michigan",131023.845
"2023","Percent_Nonfamily_households_150000_199999","Michigan",2.6
"2023","Total_Nonfamily_households_150000_199999","Michigan",40077.882
"2023","Percent_Nonfamily_households_200000_or_more","Michigan",2.3
"2023","Total_Nonfamily_households_200000_or_more","Michigan",35453.511
"2023","Nonfamily_households_median_income_(dollars)","Michigan",41497
"2023","Nonfamily_households_mean_income_(dollars)","Michigan",56097
"2018","Total_Households","Minnesota",2194452
"2018","Percent_Households_Less_10000","Minnesota",4.4
"2018","Total_Households_Less_10000","Minnesota",96555.888
"2018","Percent_Households_10000_14999","Minnesota",3.8
"2018","Total_Households_10000_14999","Minnesota",83389.176
"2018","Percent_Households_15000_24999","Minnesota",7.3
"2018","Total_Households_15000_24999","Minnesota",160194.996
"2018","Percent_Households_25000_34999","Minnesota",7.9
"2018","Total_Households_25000_34999","Minnesota",173361.708
"2018","Percent_Households_35000_49999","Minnesota",12.1
"2018","Total_Households_35000_49999","Minnesota",265528.692
"2018","Percent_Households_50000_74999","Minnesota",17.4
"2018","Total_Households_50000_74999","Minnesota",381834.648
"2018","Percent_Households_75000_99999","Minnesota",13.8
"2018","Total_Households_75000_99999","Minnesota",302834.376
"2018","Percent_Households_100000_149999","Minnesota",17.8
"2018","Total_Households_100000_149999","Minnesota",390612.456
"2018","Percent_Households_150000_199999","Minnesota",7.7
"2018","Total_Households_150000_199999","Minnesota",168972.804
"2018","Percent_Households_200000_or_more","Minnesota",7.6
"2018","Total_Households_200000_or_more","Minnesota",166778.352
"2018","Households_median_income_(dollars)","Minnesota",70315
"2018","Household_mean_income_(dollars)","Minnesota",93047
"2018","Total_Families","Minnesota",1396827
"2018","Percent_Families_Less_10000","Minnesota",2.1
"2018","Total_Families_Less_10000","Minnesota",29333.367
"2018","Percent_Families_10000_14999","Minnesota",1.5
"2018","Total_Families_10000_14999","Minnesota",20952.405
"2018","Percent_Families_15000_24999","Minnesota",4.1
"2018","Total_Families_15000_24999","Minnesota",57269.907
"2018","Percent_Families_25000_34999","Minnesota",5.8
"2018","Total_Families_25000_34999","Minnesota",81015.966
"2018","Percent_Families_35000_49999","Minnesota",10.2
"2018","Total_Families_35000_49999","Minnesota",142476.354
"2018","Percent_Families_50000_74999","Minnesota",17
"2018","Total_Families_50000_74999","Minnesota",237460.59
"2018","Percent_Families_75000_99999","Minnesota",15.9
"2018","Total_Families_75000_99999","Minnesota",222095.493
"2018","Percent_Families_100000_149999","Minnesota",22.5
"2018","Total_Families_100000_149999","Minnesota",314286.075
"2018","Percent_Families_150000_199999","Minnesota",10.2
"2018","Total_Families_150000_199999","Minnesota",142476.354
"2018","Percent_Families_200000_or_more","Minnesota",10.6
"2018","Total_Families_200000_or_more","Minnesota",148063.662
"2018","Families_median_income_(dollars)","Minnesota",89039
"2018","Families_mean_income_(dollars)","Minnesota",112398
"2018","Total_Married-couple-families","Minnesota",1103111
"2018","Percent_Married-couple-families_Less_10000","Minnesota",0.8
"2018","Total_Married-couple-families_Less_10000","Minnesota",8824.888
"2018","Percent_Married-couple-families_10000_14999","Minnesota",0.6
"2018","Total_Married-couple-families_10000_14999","Minnesota",6618.666
"2018","Percent_Married-couple-families_15000_24999","Minnesota",2.6
"2018","Total_Married-couple-families_15000_24999","Minnesota",28680.886
"2018","Percent_Married-couple-families_25000_34999","Minnesota",4
"2018","Total_Married-couple-families_25000_34999","Minnesota",44124.44
"2018","Percent_Married-couple-families_35000_49999","Minnesota",8.2
"2018","Total_Married-couple-families_35000_49999","Minnesota",90455.102
"2018","Percent_Married-couple-families_50000_74999","Minnesota",16.2
"2018","Total_Married-couple-families_50000_74999","Minnesota",178703.982
"2018","Percent_Married-couple-families_75000_99999","Minnesota",16.6
"2018","Total_Married-couple-families_75000_99999","Minnesota",183116.426
"2018","Percent_Married-couple-families_100000_149999","Minnesota",25.9
"2018","Total_Married-couple-families_100000_149999","Minnesota",285705.749
"2018","Percent_Married-couple-families_150000_199999","Minnesota",12.9
"2018","Total_Married-couple-families_150000_199999","Minnesota",142301.319
"2018","Percent_Married-couple-families_200000_or_more","Minnesota",12.2
"2018","Total_Married-couple-families_200000_or_more","Minnesota",134579.542
"2018","Married-couple-families_median_income_(dollars)","Minnesota",101152
"2018","Married-couple-families_mean_income_(dollars)","Minnesota",126066
"2018","Total_Nonfamily_households","Minnesota",797625
"2018","Percent_Nonfamily_households_Less_10000","Minnesota",9.2
"2018","Total_Nonfamily_households_Less_10000","Minnesota",73381.5
"2018","Percent_Nonfamily_households_10000_14999","Minnesota",8.1
"2018","Total_Nonfamily_households_10000_14999","Minnesota",64607.625
"2018","Percent_Nonfamily_households_15000_24999","Minnesota",13.6
"2018","Total_Nonfamily_households_15000_24999","Minnesota",108477
"2018","Percent_Nonfamily_households_25000_34999","Minnesota",12.3
"2018","Total_Nonfamily_households_25000_34999","Minnesota",98107.875
"2018","Percent_Nonfamily_households_35000_49999","Minnesota",16.2
"2018","Total_Nonfamily_households_35000_49999","Minnesota",129215.25
"2018","Percent_Nonfamily_households_50000_74999","Minnesota",18.3
"2018","Total_Nonfamily_households_50000_74999","Minnesota",145965.375
"2018","Percent_Nonfamily_households_75000_99999","Minnesota",9.4
"2018","Total_Nonfamily_households_75000_99999","Minnesota",74976.75
"2018","Percent_Nonfamily_households_100000_149999","Minnesota",8.5
"2018","Total_Nonfamily_households_100000_149999","Minnesota",67798.125
"2018","Percent_Nonfamily_households_150000_199999","Minnesota",2.5
"2018","Total_Nonfamily_households_150000_199999","Minnesota",19940.625
"2018","Percent_Nonfamily_households_200000_or_more","Minnesota",2
"2018","Total_Nonfamily_households_200000_or_more","Minnesota",15952.5
"2018","Nonfamily_households_median_income_(dollars)","Minnesota",40642
"2018","Nonfamily_households_mean_income_(dollars)","Minnesota",55215
"2019","Total_Households","Minnesota",2222568
"2019","Percent_Households_Less_10000","Minnesota",4.1
"2019","Total_Households_Less_10000","Minnesota",91125.288
"2019","Percent_Households_10000_14999","Minnesota",3.4
"2019","Total_Households_10000_14999","Minnesota",75567.312
"2019","Percent_Households_15000_24999","Minnesota",6.5
"2019","Total_Households_15000_24999","Minnesota",144466.92
"2019","Percent_Households_25000_34999","Minnesota",7.2
"2019","Total_Households_25000_34999","Minnesota",160024.896
"2019","Percent_Households_35000_49999","Minnesota",11.3
"2019","Total_Households_35000_49999","Minnesota",251150.184
"2019","Percent_Households_50000_74999","Minnesota",17.6
"2019","Total_Households_50000_74999","Minnesota",391171.968
"2019","Percent_Households_75000_99999","Minnesota",14.5
"2019","Total_Households_75000_99999","Minnesota",322272.36
"2019","Percent_Households_100000_149999","Minnesota",18.5
"2019","Total_Households_100000_149999","Minnesota",411175.08
"2019","Percent_Households_150000_199999","Minnesota",8.3
"2019","Total_Households_150000_199999","Minnesota",184473.144
"2019","Percent_Households_200000_or_more","Minnesota",8.5
"2019","Total_Households_200000_or_more","Minnesota",188918.28
"2019","Households_median_income_(dollars)","Minnesota",74593
"2019","Household_mean_income_(dollars)","Minnesota",96995
"2019","Total_Families","Minnesota",1401623
"2019","Percent_Families_Less_10000","Minnesota",1.9
"2019","Total_Families_Less_10000","Minnesota",26630.837
"2019","Percent_Families_10000_14999","Minnesota",1.4
"2019","Total_Families_10000_14999","Minnesota",19622.722
"2019","Percent_Families_15000_24999","Minnesota",3.6
"2019","Total_Families_15000_24999","Minnesota",50458.428
"2019","Percent_Families_25000_34999","Minnesota",5.4
"2019","Total_Families_25000_34999","Minnesota",75687.642
"2019","Percent_Families_35000_49999","Minnesota",8.6
"2019","Total_Families_35000_49999","Minnesota",120539.578
"2019","Percent_Families_50000_74999","Minnesota",16.4
"2019","Total_Families_50000_74999","Minnesota",229866.172
"2019","Percent_Families_75000_99999","Minnesota",16.2
"2019","Total_Families_75000_99999","Minnesota",227062.926
"2019","Percent_Families_100000_149999","Minnesota",23.3
"2019","Total_Families_100000_149999","Minnesota",326578.159
"2019","Percent_Families_150000_199999","Minnesota",11.4
"2019","Total_Families_150000_199999","Minnesota",159785.022
"2019","Percent_Families_200000_or_more","Minnesota",11.8
"2019","Total_Families_200000_or_more","Minnesota",165391.514
"2019","Families_median_income_(dollars)","Minnesota",93584
"2019","Families_mean_income_(dollars)","Minnesota",117331
"2019","Total_Married-couple-families","Minnesota",1100581
"2019","Percent_Married-couple-families_Less_10000","Minnesota",0.7
"2019","Total_Married-couple-families_Less_10000","Minnesota",7704.067
"2019","Percent_Married-couple-families_10000_14999","Minnesota",0.6
"2019","Total_Married-couple-families_10000_14999","Minnesota",6603.486
"2019","Percent_Married-couple-families_15000_24999","Minnesota",2
"2019","Total_Married-couple-families_15000_24999","Minnesota",22011.62
"2019","Percent_Married-couple-families_25000_34999","Minnesota",3.4
"2019","Total_Married-couple-families_25000_34999","Minnesota",37419.754
"2019","Percent_Married-couple-families_35000_49999","Minnesota",6.8
"2019","Total_Married-couple-families_35000_49999","Minnesota",74839.508
"2019","Percent_Married-couple-families_50000_74999","Minnesota",15.1
"2019","Total_Married-couple-families_50000_74999","Minnesota",166187.731
"2019","Percent_Married-couple-families_75000_99999","Minnesota",16.8
"2019","Total_Married-couple-families_75000_99999","Minnesota",184897.608
"2019","Percent_Married-couple-families_100000_149999","Minnesota",26.6
"2019","Total_Married-couple-families_100000_149999","Minnesota",292754.546
"2019","Percent_Married-couple-families_150000_199999","Minnesota",13.6
"2019","Total_Married-couple-families_150000_199999","Minnesota",149679.016
"2019","Percent_Married-couple-families_200000_or_more","Minnesota",14.4
"2019","Total_Married-couple-families_200000_or_more","Minnesota",158483.664
"2019","Married-couple-families_median_income_(dollars)","Minnesota",106476
"2019","Married-couple-families_mean_income_(dollars)","Minnesota",131838
"2019","Total_Nonfamily_households","Minnesota",820945
"2019","Percent_Nonfamily_households_Less_10000","Minnesota",8.6
"2019","Total_Nonfamily_households_Less_10000","Minnesota",70601.27
"2019","Percent_Nonfamily_households_10000_14999","Minnesota",7.2
"2019","Total_Nonfamily_households_10000_14999","Minnesota",59108.04
"2019","Percent_Nonfamily_households_15000_24999","Minnesota",12.2
"2019","Total_Nonfamily_households_15000_24999","Minnesota",100155.29
"2019","Percent_Nonfamily_households_25000_34999","Minnesota",11.1
"2019","Total_Nonfamily_households_25000_34999","Minnesota",91124.895
